title,price,location,type_de_vente,salon,chamber,toilete,area,link
شقة مجهزة لإيجار اليومي وسط مدينة فاس,300 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre/locations_de_vacances/%D8%B4%D9%82%D8%A9_%D9%85%D8%AC%D9%87%D8%B2%D8%A9_%D9%84%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1_%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A_%D9%88%D8%B3%D8%B7_%D9%85%D8%AF%D9%8A%D9%86%D8%A9_%D9%81%D8%A7%D8%B3__54645710.htm
Joli appartement pour vacances,150 DH /Nuit,Chefchaouen,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/chefchaouen/locations_de_vacances/Joli_appartement_pour_vacances_45657896.htm
Appartement à Merzouga,500 DH,Merzouga,NaN,1,NaN,NaN,100,https://www.avito.ma/fr/merzouga/appartements/Appartement_%C3%A0_Merzouga_53005284.htm
Magnifique Appartement Neuf à Louer Souissi,14 000 DH,Rabat,NaN,1,NaN,NaN,81,https://www.avito.ma/fr/souissi/appartements/Magnifique_Appartement_Neuf_%C3%A0_Louer_Souissi__55579013.htm
Appart meublé chic 146m Bourgogne vue Mer,NaN,Casablanca,NaN,2,NaN,NaN,145,https://www.avito.ma/fr/bourgogne/appartements/Appart_meubl%C3%A9_chic_146m_Bourgogne_vue_Mer__55134612.htm
Appartement Haute Standing avec Piscine et WiFi,399 DH /Nuit,Agadir,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hay_mohammadi/locations_de_vacances/Appartement_Haute_Standing_avec_Piscine_et_WiFi_53835631.htm
appartement pour location,300 DH /Nuit,Marrakech,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/allal_el_fassi/locations_de_vacances/appartement_pour_location__55717807.htm
Appartements à Harhoura,7 500 DH,Temara,NaN,2,NaN,NaN,120,https://www.avito.ma/fr/harhoura/appartements/Appartements_%C3%A0_Harhoura_55616665.htm
Joli Appartement location à Casablanca,350 DH /Nuit,Casablanca,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/sidi_bernoussi/locations_de_vacances/Joli_Appartement_location_%C3%A0_Casablanca_53662234.htm
Tres belle Appartement à fes,250 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/agdal/locations_de_vacances/Tres_belle_Appartement__%C3%A0_fes__48454472.htm
Appartement vacances Narjis CHU Fès,NaN,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/narjis/locations_de_vacances/Appartement_vacances_Narjis_CHU_F%C3%A8s_54835763.htm
appartement meublé à louer pour les familles,250 DH /Nuit,Fès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/centre/locations_de_vacances/appartement_meubl%C3%A9_%C3%A0_louer_pour_les_familles__51913655.htm
Rabat hay riad secteur 23 école belge,2 200 000 DH,Rabat,"Appartements, à vendre",2,3,2,116,https://www.avito.ma/fr/hay_riad/appartements/Rabat_hay_riad_secteur_23_%C3%A9cole_belge__55638272.htm
Appartement meublé front de mer,3 000 DH,Rabat,NaN,1,NaN,NaN,57,https://www.avito.ma/fr/yacoub_el_mansour/appartements/Appartement_meubl%C3%A9_front_de_mer_55732515.htm
Appartement Meublé a Hamria,NaN,Meknès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hamria/locations_de_vacances/Appartement_Meubl%C3%A9_a_Hamria__55666009.htm
Appartement 2 ch meublé à louer orchidées V,11 500 DH,Mohammedia,NaN,1,NaN,NaN,134,https://www.avito.ma/fr/partie_est/appartements/Appartement_2_ch_meubl%C3%A9_%C3%A0_louer_orchid%C3%A9es_V_55101096.htm
joli appartement vente gare ain sebaa,NaN,Casablanca,"Appartements, à vendre",1,NaN,NaN,84,https://www.avito.ma/fr/ain_sebaa/appartements/joli_appartement_vente_gare_ain_sebaa_55226477.htm
Joli Appartement a meknes,250 DH /Nuit,Meknès,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/hamria/locations_de_vacances/Joli_Appartement_a_meknes_54742331.htm
Maison balcons vue mer SIDI BOUZID el jadida,300 DH /Nuit,El Jadida,NaN,NaN,NaN,NaN,NaN,https://www.avito.ma/fr/autre_secteur/locations_de_vacances/Maison_balcons_vue_mer_SIDI_BOUZID_el_jadida__50421437.htm
Appartement à louer 100 m² à Temara,4 900 DH,Temara,NaN,1,NaN,NaN,100,https://www.avito.ma/fr/ain_atig/appartements/Appartement_%C3%A0_louer_100_m%C2%B2_%C3%A0_Temara_55684468.htm
